Unnamed: 0,0,raw_text,clean_text,pos_count,neg_count,score,sentiment_label,finbert_sentiment_label,neg,neu,pos,compound,vader_sentiment_label
100,"<p>The weekly options data indicated that the Nifty 50 is likely to face resistance at 26,000–26,200, with support at 25,800 in the short term.</p>","<p>The weekly options data indicated that the Nifty 50 is likely to face resistance at 26,000–26,200, with support at 25,800 in the short term.</p>",week option data indicat like face resistance support short term,0.0,0.0,0.0,neutral,negative,0.0,0.606,0.394,0.6369,positive
101,"<p>More than 120 smallcap stocks hit 52-week low, including Cohance Life, DCX Systems, Kopran, Go Fashion, Kabra Extrusion, Lincoln Pharma, Dhunseri Investments, KNR Construction, Sundaram-Clayton, Saregama India,HG Infra Engineering, Wonderla, Quess Corp, Ceinsys Tech, among others.</p>","<p>More than 120 smallcap stocks hit 52-week low, including Cohance Life, DCX Systems, Kopran, Go Fashion, Kabra Extrusion, Lincoln Pharma, Dhunseri Investments, KNR Construction, Sundaram-Clayton, Saregama India,HG Infra Engineering, Wonderla, Quess Corp, Ceinsys Tech, among others.</p>",smallcap stock hit low includ cohance life dcx system kopran fashion kabra extrusion lincoln pharma dhunseri investment knr construction sundaram clayton saregama india infra engineer wonderla ques corp ceinsy tech among other,0.0,0.0,0.0,neutral,neutral,0.063,0.937,0.0,-0.2732,negative
102,"<p>After seeing a sharp upmove in the afternoon half of the session, the benchmark indices failed to maintain the momentum and settled flat.</p>","<p>After seeing a sharp upmove in the afternoon half of the session, the benchmark indices failed to maintain the momentum and settled flat.</p>",see sharp upmove afternoon half benchmark indic fail maintain momentum settl,0.0,0.0,0.0,neutral,neutral,0.259,0.741,0.0,-0.5423,negative
103,<p>Stock market today: Traders took some profits off the tables ahead of the results of the all-important Bihar Assembly polls</p>,<p>Stock market today: Traders took some profits off the tables ahead of the results of the all-important Bihar Assembly polls</p>,stock trader took profit tabl ahead result important bihar assemb poll,1.0,0.0,0.30151134457776363,positive,neutral,0.0,0.657,0.343,0.5719,positive
104,"<p>Analysts attributed the market upmove to expectations of a rate cut by RBI after decline in October retail inflation,</p>","<p>Analysts attributed the market upmove to expectations of a rate cut by RBI after decline in October retail inflation,</p>",analyst attribut upmove expectation rate cut rbi decline october retail inflation,0.0,1.0,-0.30151134457776363,negative,negative,0.174,0.826,0.0,-0.2732,negative
105,"<p>Domestic indices opened flat on November 13, with investors turning cautious after a three-day rally despite supportive cues from easing inflation and global optimism.</p>","<p>Domestic indices opened flat on November 13, with investors turning cautious after a three-day rally despite supportive cues from easing inflation and global optimism.</p>",domestic indic open november investor turn cautiou three ral despite supportive cue eas inflation global optimism,0.0,0.0,0.0,neutral,neutral,0.097,0.722,0.181,0.3843,positive
106,"<p>Domestic indices are expected to open flat on November 13, with investors turning cautious after a three-day rally despite supportive cues from easing inflation and global optimism.</p>","<p>Domestic indices are expected to open flat on November 13, with investors turning cautious after a three-day rally despite supportive cues from easing inflation and global optimism.</p>",domestic indic expect november investor turn cautiou three ral despite supportive cue eas inflation global optimism,0.0,0.0,0.0,neutral,neutral,0.097,0.722,0.181,0.3843,positive
107,"<p>Gold was steady after rising almost 2% in the previous session, as traders weighed an uncertain US
economic outlook that’s been compounded by an absence of reliable data.</p>","<p>Gold was steady after rising almost 2% in the previous session, as traders weighed an uncertain US
economic outlook that’s been compounded by an absence of reliable data.</p>",gold steady ris almost previou trader weigh uncertain economic outlook compound absence reliable data,0.0,0.0,0.0,neutral,neutral,0.145,0.855,0.0,-0.296,negative
108,"<p>For long-term investors, Ambit's Sushant Bhansali believes IT sector offers value compared to many other areas of the market.</p>","<p>For long-term investors, Ambit's Sushant Bhansali believes IT sector offers value compared to many other areas of the market.</p>",long term investor ambit sushant bhansali believ sector offer value compar many area,0.0,0.0,0.0,neutral,negative,0.0,0.833,0.167,0.34,positive
109,"<p>BSE Midcap and smallcap indices were down 0.3 percent each. Asian Paints, ICICI Bank, L&amp;T, Interglobe Aviation, Hindalco were among major gainers on the Nifty, while losers were Eternal, Shriram Finance, Adani Ports, Bharat Electronics and M&amp;M. Among sectors, IT, media, PSU bank shed 0.5% each, while metal, pharma, realty rose 0.5% each.</p>","<p>BSE Midcap and smallcap indices were down 0.3 percent each. Asian Paints, ICICI Bank, L&amp;T, Interglobe Aviation, Hindalco were among major gainers on the Nifty, while losers were Eternal, Shriram Finance, Adani Ports, Bharat Electronics and M&amp;M. Among sectors, IT, media, PSU bank shed 0.5% each, while metal, pharma, realty rose 0.5% each.</p>",bse midcap smallcap indic asian paint icici bank amp interglobe aviation hindalco among major gainer loser eternal shriram finance adani port bharat electronic amp among sector media psu bank shed metal pharma realty,0.0,0.0,0.0,neutral,neutral,0.096,0.904,0.0,-0.5267,negative
110,"<p>If the Nifty 50 defends the 25,800–25,700 zone, the uptrend toward 26,000 and 26,100 (October high) can continue in the upcoming sessions; however, falling below it can open the door for 25,500, experts said.</p>","<p>If the Nifty 50 defends the 25,800–25,700 zone, the uptrend toward 26,000 and 26,100 (October high) can continue in the upcoming sessions; however, falling below it can open the door for 25,500, experts said.</p>",defend zone uptrend toward october high continue upcom session however fall door expert,0.0,1.0,-0.2773500981126146,negative,negative,0.0,1.0,0.0,0.0,neutral
111,"<p>Now, the Nifty 50 needs to reclaim and sustain above 25,900 for a further upward move toward the 26,000–26,100 hurdle. However, 25,700 is expected to act as a support level, according to experts.</p>","<p>Now, the Nifty 50 needs to reclaim and sustain above 25,900 for a further upward move toward the 26,000–26,100 hurdle. However, 25,700 is expected to act as a support level, according to experts.</p>",need reclaim sustain upward move toward hurdle however expect act support level accord expert,0.0,0.0,0.0,neutral,negative,0.0,0.828,0.172,0.4019,positive
112,"<p>The weekly options data suggested that the Nifty 50 is likely to trade within the 25,500–26,000 range in the short term.</p>","<p>The weekly options data suggested that the Nifty 50 is likely to trade within the 25,500–26,000 range in the short term.</p>",week option data suggest like within range short term,0.0,0.0,0.0,neutral,positive,0.0,0.762,0.238,0.3612,positive
113,"<p>Biggest Nifty gainers were Asian Paints, Adani Enterprises, Tech Mahindra, TCS, HDFC Life, while losers were Tata Steel, TMPV, Bharat Electronics, Shriram Finance, Grasim Industries.</p>","<p>Biggest Nifty gainers were Asian Paints, Adani Enterprises, Tech Mahindra, TCS, HDFC Life, while losers were Tata Steel, TMPV, Bharat Electronics, Shriram Finance, Grasim Industries.</p>",biggest gainer asian paint adani enterpris tech mahindra tcs hdfc life loser tata steel tmpv bharat electronic shriram finance grasim industri,0.0,0.0,0.0,neutral,positive,0.145,0.855,0.0,-0.5267,negative
114,"<p>Indian markets extended their winning run for the third straight session on Wednesday, with Nifty and Sensex rallying over 0.7 percent amid optimism</p>","<p>Indian markets extended their winning run for the third straight session on Wednesday, with Nifty and Sensex rallying over 0.7 percent amid optimism</p>",indian market extend winn run third straight wednesday sensex rally amid optimism,0.0,0.0,0.0,neutral,negative,0.0,0.559,0.441,0.7269,positive
115,<p>Optimism over a possible India-US trade deal and easing concerns about the US government shutdown also supported market momentum.</p>,<p>Optimism over a possible India-US trade deal and easing concerns about the US government shutdown also supported market momentum.</p>,optimism possible india deal eas concern government shutdown also support momentum,0.0,0.0,0.0,neutral,negative,0.0,0.592,0.408,0.7351,positive
116,"<p>Nifty 50 opened with a gap-up and Sensex extended gains for the third straight session on Wednesday, November 12, as upbeat global cues, hopes of an India-U.S. trade deal, and favorable Bihar exit polls lifted market sentiment.</p>","<p>Nifty 50 opened with a gap-up and Sensex extended gains for the third straight session on Wednesday, November 12, as upbeat global cues, hopes of an India-U.S. trade deal, and favorable Bihar exit polls lifted market sentiment.</p>",open gap sensex extend third straight wednesday november upbeat global cue hop india deal favorable bihar exit poll lift sentiment,0.0,0.0,0.0,neutral,negative,0.0,0.717,0.283,0.6908,positive
117,"<p>Dalal Street is set for a strong open on Wednesday, November 12, as positive global cues and easing U.S. shutdown concerns lift investor sentiment.</p>","<p>Dalal Street is set for a strong open on Wednesday, November 12, as positive global cues and easing U.S. shutdown concerns lift investor sentiment.</p>",dalal street set strong wednesday november positive global cue eas shutdown concern lift investor sentiment,2.0,0.0,0.5163977794943222,positive,negative,0.0,0.653,0.347,0.7845,positive
118,"<p>The Dow Jones Industrial Average surged to a record high close on Tuesday, lifted by progress toward ending the longest U.S. government shutdown, while Nvidia and other artificial intelligence-related companies fell on renewed concerns about elevated valuations.</p>","<p>The Dow Jones Industrial Average surged to a record high close on Tuesday, lifted by progress toward ending the longest U.S. government shutdown, while Nvidia and other artificial intelligence-related companies fell on renewed concerns about elevated valuations.</p>",dow jon industrial average surg record high tuesday lift progres toward end longest government shutdown nvidia artificial intelligence relat compani renew concern elevat valuation,0.0,0.0,0.0,neutral,negative,0.0,0.881,0.119,0.4767,positive
119,"<p>The biggest takeaway from the September-quarter earnings season is that the downgrade cycle is finally nearing an end, said Vinit Sambre of DSP MF.</p>","<p>The biggest takeaway from the September-quarter earnings season is that the downgrade cycle is finally nearing an end, said Vinit Sambre of DSP MF.</p>",biggest takeaway september quarter earning season downgrade cycle final near end vinit sambre dsp,0.0,1.0,-0.2672612419124244,negative,neutral,0.0,1.0,0.0,0.0,neutral
120,"<p>Biggest Nifty gainers were Asian Paints, Adani Enterprises, Tech Mahindra, TCS, HDFC Life, while losers were Tata Steel, TMPV, Bharat Electronics, Shriram Finance, Grasim Industries. BSE Midcap index rose 0.4 percent and smallcap index added 0.7 percent. Except, realty, all other sectoral indices ended in the green with media, auto, telecom, IT, consumer durables up 1-2 percent.</p>","<p>Biggest Nifty gainers were Asian Paints, Adani Enterprises, Tech Mahindra, TCS, HDFC Life, while losers were Tata Steel, TMPV, Bharat Electronics, Shriram Finance, Grasim Industries. BSE Midcap index rose 0.4 percent and smallcap index added 0.7 percent. Except, realty, all other sectoral indices ended in the green with media, auto, telecom, IT, consumer durables up 1-2 percent.</p>",biggest gainer asian paint adani enterpris tech mahindra tcs hdfc life loser tata steel tmpv bharat electronic shriram finance grasim industri bse midcap index smallcap index add except realty sectoral indic end green media auto telecom consumer durabl,0.0,0.0,0.0,neutral,negative,0.084,0.916,0.0,-0.5267,negative
121,"<p>Sustaining above 25,670 zone can drive the Nifty 50 toward 25,800 (the previous week’s high), as above it, 26,000 is the level to watch, while support is placed at 25,500–25,450 in the short term, experts said.</p>","<p>Sustaining above 25,670 zone can drive the Nifty 50 toward 25,800 (the previous week’s high), as above it, 26,000 is the level to watch, while support is placed at 25,500–25,450 in the short term, experts said.</p>",sustain zone drive toward previou high level watch support plac short term expert,0.0,0.0,0.0,neutral,negative,0.0,0.816,0.184,0.4019,positive
122,"<p>If the Nifty 50 sustains above 25,670 level and decisively clears the 25,800 hurdle, 26,000 is the level to watch in the upcoming sessions. However, on the lower side, 25,500–25,450 is expected to act as immediate support, according to experts.</p>","<p>If the Nifty 50 sustains above 25,670 level and decisively clears the 25,800 hurdle, 26,000 is the level to watch in the upcoming sessions. However, on the lower side, 25,500–25,450 is expected to act as immediate support, according to experts.</p>",sustain level decisive clear hurdle level watch upcom session however lower side expect act immediate support accord expert,0.0,0.0,0.0,neutral,positive,0.094,0.598,0.308,0.6124,positive
123,<p>Today's market action indicated strong buying interest at lower levels and a continuation of upside momentum amidst high volatility.</p>,<p>Today's market action indicated strong buying interest at lower levels and a continuation of upside momentum amidst high volatility.</p>,action indicat strong buy interest lower level continuation upside momentum amidst high volatility,1.0,0.0,0.2773500981126146,positive,negative,0.119,0.541,0.341,0.6249,positive
124,"<p>More than 100 stocks touched their 52-week high on the BSE, including Craftsman, Bharat Forge, BHEL, NALCO, Ashok Leyland, Hitachi Energy, M&amp;M, Asahi India, Muthoot Finance, Can Fin Homes, IOC, Shriram Finance, Torrent Pharma, MCX India, Laurus Labs, among others.</p>","<p>More than 100 stocks touched their 52-week high on the BSE, including Craftsman, Bharat Forge, BHEL, NALCO, Ashok Leyland, Hitachi Energy, M&amp;M, Asahi India, Muthoot Finance, Can Fin Homes, IOC, Shriram Finance, Torrent Pharma, MCX India, Laurus Labs, among others.</p>",stock touch high bse includ craftsman bharat forge bhel nalco ashok leyland hitachi energy amp asahi india muthoot finance fin hom ioc shriram finance torrent pharma mcx india lauru lab among other,0.0,0.0,0.0,neutral,negative,0.0,0.937,0.063,0.2732,positive
125,"<p>Indian markets recovered from early losses on November 11, with Nifty 50 and Sensex stabilising near the flatline.</p>","<p>Indian markets recovered from early losses on November 11, with Nifty 50 and Sensex stabilising near the flatline.</p>",indian market recover ear loss november sensex stabilis near flatline,0.0,1.0,-0.31622776601683794,negative,negative,0.204,0.796,0.0,-0.3182,negative
126,"<p>Stock market today: Sensex, Nifty recovery was driven by hopes of progress in India-US trade discussions and expectations of an end to the US government shutdown.</p>","<p>Stock market today: Sensex, Nifty recovery was driven by hopes of progress in India-US trade discussions and expectations of an end to the US government shutdown.</p>",stock sensex recovery driven hop progres india discussion expectation end government shutdown,0.0,0.0,0.0,neutral,negative,0.0,1.0,0.0,0.0,neutral
127,"<p>Stock market today: Sensex, Nifty see profit booking on liquidity concerns amid a busy primary market and FII selling.</p>","<p>Stock market today: Sensex, Nifty see profit booking on liquidity concerns amid a busy primary market and FII selling.</p>",stock sensex see profit book liquidity concern amid busy primary fii sell,1.0,0.0,0.2886751345948129,positive,neutral,0.0,0.791,0.209,0.4404,positive
128,<p>Dalal Street opened flat on November 11 as global optimism around the U.S. shutdown bill and progress on a potential trade deal lifted sentiment.</p>,<p>Dalal Street opened flat on November 11 as global optimism around the U.S. shutdown bill and progress on a potential trade deal lifted sentiment.</p>,dalal street open november global optimism around shutdown bill progres potential deal lift sentiment,0.0,0.0,0.0,neutral,neutral,0.0,0.788,0.212,0.5423,positive
129,<p>Indian equity indices Nifty 50 and Sensex likely to open higher on November 11 as global cues turn positive after U.S. shutdown bill progresses.</p>,<p>Indian equity indices Nifty 50 and Sensex likely to open higher on November 11 as global cues turn positive after U.S. shutdown bill progresses.</p>,indian equity indic sensex like higher november global cue turn positive shutdown bill progress,1.0,0.0,0.2672612419124244,positive,negative,0.0,0.553,0.447,0.836,positive
130,"<p>Gold held gains after recording its biggest daily jump since May, with an imminent end to the longest government shutdown in US history raising the prospect of further interest-rate cuts.</p>","<p>Gold held gains after recording its biggest daily jump since May, with an imminent end to the longest government shutdown in US history raising the prospect of further interest-rate cuts.</p>",gold held record biggest dai jump since imminent end longest government shutdown history rais prospect interest rate cut,0.0,0.0,0.0,neutral,negative,0.094,0.673,0.233,0.4767,positive
131,"<p>BSE Midcap and Smallcap indices ended flat. Interglobe Aviation, Bharat Electronics, Bajaj Auto, M&amp;M and HCL Technologies were among top gainers on the Nifty, while losers were Bajaj Finance, Bajaj Finserv, ONGC, TMPV, Power Grid. Among sectors, PSU Bank, healthcare down 0.3 each, while telecom index up 1.5%, IT index up 1%, oil &amp; gas index up 0.7%, auto index up 1% and metal index up 0.6%.</p>","<p>BSE Midcap and Smallcap indices ended flat. Interglobe Aviation, Bharat Electronics, Bajaj Auto, M&amp;M and HCL Technologies were among top gainers on the Nifty, while losers were Bajaj Finance, Bajaj Finserv, ONGC, TMPV, Power Grid. Among sectors, PSU Bank, healthcare down 0.3 each, while telecom index up 1.5%, IT index up 1%, oil &amp; gas index up 0.7%, auto index up 1% and metal index up 0.6%.</p>",bse midcap smallcap indic end interglobe aviation bharat electronic bajaj auto amp hcl technologi among top gainer loser bajaj finance bajaj finserv ongc tmpv power grid among sector psu bank healthcare telecom index index oil amp gas index auto index metal index,0.0,0.0,0.0,neutral,neutral,0.075,0.885,0.04,-0.3818,negative
132,<p>Manish Jain of Centrum would prefer large private sector banks which offer valuation comfort with relatively more secure loan book.</p>,<p>Manish Jain of Centrum would prefer large private sector banks which offer valuation comfort with relatively more secure loan book.</p>,manish jain centrum prefer large private sector bank offer valuation comfort relative secure loan book,0.0,0.0,0.0,neutral,positive,0.0,0.726,0.274,0.5994,positive
133,"<p>If the Nifty 50 manages to defend the immediate support of 25,500 in the upcoming sessions, a gradual rally toward 25,700–25,800 can’t be ruled out, followed by 26,000 being a key resistance area. However, crucial support is placed at 25,300.</p>","<p>If the Nifty 50 manages to defend the immediate support of 25,500 in the upcoming sessions, a gradual rally toward 25,700–25,800 can’t be ruled out, followed by 26,000 being a key resistance area. However, crucial support is placed at 25,300.</p>",manag defend immediate support upcom session gradual ral toward rul follow key resistance area however crucial support plac,0.0,0.0,0.0,neutral,negative,0.0,0.748,0.252,0.6597,positive
134,"<p>If the Nifty 50 manages to hold 25,500, which acts as immediate support, an upward move toward 25,700–25,800 in the upcoming sessions is possible. However, 25,300 is expected to remain a crucial support level, as a decisive break below it could bring bears back into action, experts said.</p>","<p>If the Nifty 50 manages to hold 25,500, which acts as immediate support, an upward move toward 25,700–25,800 in the upcoming sessions is possible. However, 25,300 is expected to remain a crucial support level, as a decisive break below it could bring bears back into action, experts said.</p>",manag hold act immediate support upward move toward upcom session possible however expect remain crucial support level decisive break bring bear back action expert,0.0,1.0,-0.20412414523193154,negative,negative,0.0,0.742,0.258,0.743,positive
135,"<p>The weekly options data indicated that the Nifty 50 is expected to trade in the 25,400–26,000 range in the short term.</p>","<p>The weekly options data indicated that the Nifty 50 is expected to trade in the 25,400–26,000 range in the short term.</p>",week option data indicat expect range short term,0.0,0.0,0.0,neutral,positive,0.0,1.0,0.0,0.0,neutral
136,"<p>Infosys, HCL Technologies, Grasim Industries, Bajaj Finance, Wipro were among major gainers on the Nifty, while losers were Trent, Apollo Hospitals, Max Healthcare, Power Grid and Tata Consumer.</p>","<p>Infosys, HCL Technologies, Grasim Industries, Bajaj Finance, Wipro were among major gainers on the Nifty, while losers were Trent, Apollo Hospitals, Max Healthcare, Power Grid and Tata Consumer.</p>",infosy hcl technologi grasim industri bajaj finance wipro among major gainer loser trent apollo hospital max healthcare power grid tata consumer,0.0,0.0,0.0,neutral,positive,0.145,0.855,0.0,-0.5267,negative
137,<p>Indian markets ended a three-day losing streak as optimism from the U.S. resolving its government shutdown boosted global sentiment.</p>,<p>Indian markets ended a three-day losing streak as optimism from the U.S. resolving its government shutdown boosted global sentiment.</p>,indian market end three los streak optimism resolv government shutdown boost global sentiment,0.0,0.0,0.0,neutral,negative,0.0,0.64,0.36,0.7351,positive
138,"<p>Catch Lovisha Darad in conversation with Milan Vaishnav, ChartWizard FZE and Gemstone Equity Research and Gaurang H Shah, Sr. Vice President, Geojit Financial service Ltd</p>","<p>Catch Lovisha Darad in conversation with Milan Vaishnav, ChartWizard FZE and Gemstone Equity Research and Gaurang H Shah, Sr. Vice President, Geojit Financial service Ltd</p>",catch lovisha darad conversation milan vaishnav chartwizard fze gemstone equity research gaurang shah vice president geojit financial service ltd,0.0,0.0,0.0,neutral,positive,0.0,1.0,0.0,0.0,neutral
139,"<p>Stock market today: Sensex, Nifty rebounded after a 3-day decline, supported by positive global cues and renewed buying by FIIs following six consecutive sessions of selling.</p>","<p>Stock market today: Sensex, Nifty rebounded after a 3-day decline, supported by positive global cues and renewed buying by FIIs following six consecutive sessions of selling.</p>",stock sensex rebound decline support positive global cue renew buy fii follow six consecutive session sell,1.0,1.0,0.0,neutral,negative,0.0,0.69,0.31,0.743,positive
140,"<p>Nifty 50 and Sensex opened higher on November 10, supported by positive global cues and broad sectoral gains, with metals, PSU banks and oil and gas leading the early upside.</p>","<p>Nifty 50 and Sensex opened higher on November 10, supported by positive global cues and broad sectoral gains, with metals, PSU banks and oil and gas leading the early upside.</p>",sensex open higher november support positive global cue broad sectoral metal psu bank oil gas lead ear upside,1.0,0.0,0.23570226039551587,positive,negative,0.0,0.717,0.283,0.743,positive
141,"<p>After a volatile week, the Nifty wrapped up Friday’s session with a sharp intraday recovery, managing to defend the crucial 25,300 support zone. But can this bounce turn into sustained momentum, or was it just a flash in the pan? In today’s episode, Nandita Khemka breaks down the key cues that could shape the trading day — from global cues, market breadth and fund flows to stock-specific action. Plus, all eyes are on eyewear giant Lenskart, which makes its much-anticipated Dalal Street debut today after one of the year’s most talked-about IPOs. In our Voice of the Day segment, catch Nirav Karkera of Fisdom Research who shares his perspective on capital market stocks after the stellar rally on Friday. 
Tune in for all this and more in today’s Market Minutes — your morning podcast bringing you the top stories to kickstart your trading day, from stocks in the news to macro trends and global market cues.</p>","<p>After a volatile week, the Nifty wrapped up Friday’s session with a sharp intraday recovery, managing to defend the crucial 25,300 support zone. But can this bounce turn into sustained momentum, or was it just a flash in the pan? In today’s episode, Nandita Khemka breaks down the key cues that could shape the trading day — from global cues, market breadth and fund flows to stock-specific action. Plus, all eyes are on eyewear giant Lenskart, which makes its much-anticipated Dalal Street debut today after one of the year’s most talked-about IPOs. In our Voice of the Day segment, catch Nirav Karkera of Fisdom Research who shares his perspective on capital market stocks after the stellar rally on Friday. 
Tune in for all this and more in today’s Market Minutes — your morning podcast bringing you the top stories to kickstart your trading day, from stocks in the news to macro trends and global market cues.</p>",volatile wrapp sharp intraday recovery manag defend crucial support zone bounce turn sustain momentum flash pan episode nandita khemka break key cue shape global cue breadth fund flow stock specific action plu eye eyewear giant lenskart mak much anticipat dalal street debut one talk ipo voice segment catch nirav karkera fisdom research shar perspective capital stock stellar ral tune minut morn podcast bring top stori kickstart stock new macro trend global cue,0.0,0.0,0.0,neutral,positive,0.0,0.94,0.06,0.5423,positive
142,"<p>Despite the rally in Asian markets, Indian equity benchmarks Nifty 50 and Sensex may see a flat open in trade on November 10.</p>","<p>Despite the rally in Asian markets, Indian equity benchmarks Nifty 50 and Sensex may see a flat open in trade on November 10.</p>",despite ral asian market indian equity benchmark sensex see november,0.0,0.0,0.0,neutral,neutral,0.0,1.0,0.0,0.0,neutral
143,"<p>Indian markets may follow global trends, particularly US market movements, with increased volatility due to the US government shutdown and lack of domestic drivers</p>","<p>Indian markets may follow global trends, particularly US market movements, with increased volatility due to the US government shutdown and lack of domestic drivers</p>",indian market follow global trend particular movement increas volatility due government shutdown lack domestic driver,0.0,0.0,0.0,neutral,negative,0.141,0.859,0.0,-0.3182,negative
144,"<p>After remaining net sellers for the last six session, Foreign Institutional Investors (FIIs) bought equities of Rs 4581 crore on November 6. However, the Domestic Institutional Investors (DIIs) extended their buying on the 11th consecutive session as they bought equities of over Rs 6674 crore on the same day.</p>","<p>After remaining net sellers for the last six session, Foreign Institutional Investors (FIIs) bought equities of Rs 4581 crore on November 6. However, the Domestic Institutional Investors (DIIs) extended their buying on the 11th consecutive session as they bought equities of over Rs 6674 crore on the same day.</p>",remain net seller last six foreign institutional investor fii bought equiti november however domestic institutional investor dii extend buy consecutive bought equiti,0.0,0.0,0.0,neutral,negative,0.0,0.925,0.075,0.1779,positive
145,"<p>In the week starting November 10, the market is expected to be range-bound with focus on the final lot of corporate earnings season, and further progress with respect to India-US trade deal.</p>","<p>In the week starting November 10, the market is expected to be range-bound with focus on the final lot of corporate earnings season, and further progress with respect to India-US trade deal.</p>",start november expect range bound focu final lot corporate earning season progres respect india deal,0.0,0.0,0.0,neutral,positive,0.0,0.819,0.181,0.4767,positive
146,"<p>Except media (down 1%), all other sectoral indices ended in the green with IT index up 1.6 percent, pharma index up nearly 1 percent, metal index up 0.6 percent. Infosys, HCL Technologies, Grasim Industries, Bajaj Finance, Wipro were among major gainers on the Nifty, while losers were Trent, Apollo Hospitals, Max Healthcare, Power Grid and Tata Consumer. BSE Midcap index up 0.6 percent, while smallcap index fell 0.4 percent.</p>","<p>Except media (down 1%), all other sectoral indices ended in the green with IT index up 1.6 percent, pharma index up nearly 1 percent, metal index up 0.6 percent. Infosys, HCL Technologies, Grasim Industries, Bajaj Finance, Wipro were among major gainers on the Nifty, while losers were Trent, Apollo Hospitals, Max Healthcare, Power Grid and Tata Consumer. BSE Midcap index up 0.6 percent, while smallcap index fell 0.4 percent.</p>",except media sectoral indic end green index pharma index near metal index infosy hcl technologi grasim industri bajaj finance wipro among major gainer loser trent apollo hospital max healthcare power grid tata consumer bse midcap index smallcap index,0.0,0.0,0.0,neutral,neutral,0.084,0.916,0.0,-0.5267,negative
147,"<p>On the global front, any delay in India’s potential trade deal with the US or a stronger US dollar could weigh on global risk appetite, impacting flows into emerging markets, including India, said Mahesh Patil.</p>","<p>On the global front, any delay in India’s potential trade deal with the US or a stronger US dollar could weigh on global risk appetite, impacting flows into emerging markets, including India, said Mahesh Patil.</p>",global front delay india potential deal stronger dollar weigh global risk appetite impact flow emerg market includ india mahesh patil,0.0,0.0,0.0,neutral,neutral,0.183,0.708,0.108,-0.2023,negative
148,"<p>A close above 25,800 could trigger the next leg of the upward move in Nifty 50, said Rahul Ghose.</p>","<p>A close above 25,800 could trigger the next leg of the upward move in Nifty 50, said Rahul Ghose.</p>",trigger next leg upward move rahul ghose,0.0,0.0,0.0,neutral,positive,0.0,1.0,0.0,0.0,neutral
149,"<p>Experts suggest that if the Nifty 50 manages to hold 25,300 in the upcoming sessions, a gradual upmove toward 25,650–25,800 and then 26,000 could be possible amid consolidation. On the other hand, a decisive break below this level could drive the index toward 25,000.</p>","<p>Experts suggest that if the Nifty 50 manages to hold 25,300 in the upcoming sessions, a gradual upmove toward 25,650–25,800 and then 26,000 could be possible amid consolidation. On the other hand, a decisive break below this level could drive the index toward 25,000.</p>",expert suggest manag hold upcom session gradual upmove toward possible amid consolidation hand decisive break level drive index toward,0.0,0.0,0.0,neutral,negative,0.0,0.769,0.231,0.6249,positive
150,"<p>According to experts, if the Nifty 50 decisively breaks the strong 25,300 support (50 DEMA), the 25,000 level can’t be ruled out, but holding above it can raise the possibility of the index moving toward 25,650, followed by 25,800, being key resistance.</p>","<p>According to experts, if the Nifty 50 decisively breaks the strong 25,300 support (50 DEMA), the 25,000 level can’t be ruled out, but holding above it can raise the possibility of the index moving toward 25,650, followed by 25,800, being key resistance.</p>",accord expert decisive break strong support dema level rul hold raise possibility index mov toward follow key resistance,1.0,0.0,0.23570226039551587,positive,negative,0.0,0.655,0.345,0.7845,positive
151,"<p>While a persistent global growth slowdown could weigh in on Indian economy, a flurry of fiscal and policy measures announced during the year likely limit the extent of further downside, said Himanshu Kohli.</p>","<p>While a persistent global growth slowdown could weigh in on Indian economy, a flurry of fiscal and policy measures announced during the year likely limit the extent of further downside, said Himanshu Kohli.</p>",persistent global growth slowdown weigh indian economy flurry fiscal policy measur announc like limit extent downside himanshu kohli,1.0,0.0,0.23570226039551587,positive,neutral,0.09,0.679,0.231,0.4767,positive
152,"<p>On the higher side, the 25,650–25,700 band will act as an immediate resistance zone for the Nifty 50. A decisive close above 25,700 could reignite bullish momentum, paving the way for an advance towards 26,000 and subsequently 26,300 in the short term, said Sudeep Shah.</p>","<p>On the higher side, the 25,650–25,700 band will act as an immediate resistance zone for the Nifty 50. A decisive close above 25,700 could reignite bullish momentum, paving the way for an advance towards 26,000 and subsequently 26,300 in the short term, said Sudeep Shah.</p>",higher side band act immediate resistance zone decisive reignite bullish momentum pav way advance toward subsequent short term sudeep shah,1.0,0.0,0.22360679774997896,positive,negative,0.0,0.909,0.091,0.2263,positive
153,"<p>Most sectoral indices ended in the red, with the Nifty Media index shedding 3.2%, Nifty Defence falling 2%, Nifty Metal declining 1.7%, and Nifty IT slipping 1.6%. However, the Nifty PSU Bank index gained 2%.</p>","<p>Most sectoral indices ended in the red, with the Nifty Media index shedding 3.2%, Nifty Defence falling 2%, Nifty Metal declining 1.7%, and Nifty IT slipping 1.6%. However, the Nifty PSU Bank index gained 2%.</p>",sectoral indic end red media index shedd defence fall metal declin slipp however psu bank index gain,1.0,1.0,0.0,neutral,neutral,0.0,0.758,0.242,0.5859,positive
154,<p>The advance-decline numbers are often used to see the inclusive quotient of the market move.</p>,<p>The advance-decline numbers are often used to see the inclusive quotient of the market move.</p>,advance decline number often used see inclusive quotient move,0.0,1.0,-0.3333333333333333,negative,positive,0.0,0.86,0.14,0.0772,positive
